"score","text","class"
0," ah sial lagi dengar anak muter takbir malah dapat wa dari atas tanya kerja apa deeeehhh","Neutral"
0,"siapa yang malam takbir di rumah ajaaaa","Neutral"
-2,"setelah tahun lama akhir bisa lihat orang orang takbir keliling komplek sambil bawa oncor bambu lagi","Negative"
0," amin thr kan wkwkga takbir sha ","Neutral"
0,"rt pak gubernur tinjau kesiap malam takbir di jis pada sabtu malam saat ini sedang laksana enggak","Neutral"
0,"rt malam takbir dan sholat ied di jakarta international stadium ","Neutral"
4,"coba ini bocah yang takbir suara bagus dikit kenapa anying","Positive"
0," baru pulang takbir nih om","Neutral"
0," bagaimana rasa takbir malam ini mbah ","Neutral"
0," ditemenin ayang di malam takbir","Neutral"
0," asik takbir jajan congrats rell ","Neutral"
0,"rt pak saia bukan warga dki jakarta insyaalloh hadir malam takbir di jis boleh kan ","Neutral"
-3," waduh moranghae awa maaf lahir batin kalo ada salah ya wa selamat malam takbir dan happy ramadhan buat besok awa","Negative"
0,"takbir enggak ","Neutral"
0,"rt malam takbir sambil tonton kinnporscheep ","Neutral"
4,"di suatu malam takbir nanti kita akan cape capek ria siap untuk hari yang fitri ","Positive"
0,"takbir bareng yuk kamar ahaha gaymakassar","Neutral"
-2,"memang ya biasa kalo malam takbir pasti mampir","Negative"
0,"takbir ","Neutral"
4,"allahu akbar kali ikut bahagia atas usaha pemprov dki bapak anies baswedan takbir pertama di jakarta di jis barokallah pak anies this time you re the best no others ","Positive"
-8,"sedikit iri sama yang bisa keluar ikut takbir keliling plis gue pengin banget ","Negative"
10,"thank you for today jam bareng dengan setlist yang pol polan dari awal sampai akhir enggak kasih napas senang banget bisa tonton bareng belum takbir huhuhu kalo enggak enggak bakal kuat sendiriannn dan atri yang enggak twitteran ","Positive"
1,"yang lain takbir sini sibuk kerja takbirr ","Positive"
0,"malam takbir gue harus ikut keliling bukan galau begini","Neutral"
0," takbir tlol malah judi ","Neutral"
-4,"jangan pada iri sama pasang yang takbir jalan jalan iri kepada pasang yang takbir duet di masjid epic moment","Negative"
0,"ada saja coba takbir","Neutral"
-5,"lo bacot gilir natal lo ngetweet happy happy gilir lebaran lo ngetweet negative vibes sekarang malam takbir bahas lain hari saja coba ","Negative"
0,"lebaran tahun ini kayak enggak lebaran takbir sepi banget ","Neutral"
-2,"takbir saiki kok okeh sek motor obor ganti lampion ","Negative"
4,"selamat malam takbir teman ku yang raya ","Positive"
9,"selamat hari raya idul fitri warga twitter alhamdulillah pada malam hari ini kami sukses adakan acara takbir daring terima kasih atas hadir mohon maaf lahir batin ","Positive"
0,"doyoung lagi takbir kah ","Neutral"
1," keseeelll dari kemarin ngehindarin bias muncul di malam takbir yaallah yoon jeonghan untung enggak lalu sibuk malam ini ","Positive"
0,"ahsjshsjjssjjsjs bark barkkkkk tolong ini lagi malam takbir h tolong ","Neutral"
4," takbir full senyum mbah","Positive"
0,"kalo malam takbir begini asa banget kayak jomblo begitu","Neutral"
3,"filterisasi di jalan jalan protokol akan laku mulai pukul wib jika masih belum kondusif atur crowd free night cfn akan laku kumparannews","Positive"
0,"takbir malah nanges","Neutral"
-2," iya kan sih jangan lemes dulu besok keliling sksk sama suasana pas habis subuh pada takbir tuh ","Negative"
-3,"mana khidmat takbir ring musik kayak dengar musik seperti musik lain tak ada agung kalimat takbir jangan pahala dosa iya","Negative"
0,"takbir dewean fren ","Neutral"
0," enggak takbir ","Neutral"
4," malam takbir sama sayang","Positive"
0,"ini malam takbir malah pikir buat lrp ","Neutral"
0,"mas mas yang tadi belah pas takbir keliling bareng gua tanggung jawab gua bawa asa sattt","Neutral"
0,"tradisi suku lembak bengkulu takbir dengan jalan kaki ","Neutral"
0,"yang lain takbir gue masih kerja","Neutral"
0,"bentar lagi bisa lihat mr gu dan mijeong tapi habis itu pengin buru sabtu minggu ikut drakor on going memang siksa tapi enggak apa-apa asa ada yang tunggu enggak ikut takbir malah ngedrakor geblek banget aing mah","Neutral"
3,"konser spesial takbir ","Positive"
0,"malam takbir sampai jam baru pulang","Neutral"
1,"gila sih ini hp gue kalah rame sama adek gue sendiriii ahhhahmana gue kalo takbir enggak pernah main sama teman rumah soal kagak adadia malah main wkwk di banget gue ","Positive"
0,"rt giveaway time untuk orang syarat follow akun ini like rt tweet ini video t","Neutral"
0,"ikut malam takbir main game no ","Neutral"
-5,"belum nemu masjid di bal eh pas baru beres keluar mall dengar takbir kok jadi rinding ","Negative"
0,"lagi takbir batiba ada info praktikum ","Neutral"
0," ya bagaimana ya pada takbir orang nya ","Neutral"
0,"malam takbir bawang gara gara stray kids ","Neutral"
19,"malam takbir hujan indah moga beri sempat ketemu ramadan tahun depan moga keluarga sehat selalu tanpa kurang apa moga allah selalu beri yang baik dan selalu berik nikmat iman ","Positive"
0,"txt akhir agustus sekarang malam takbirantxt album preview thursdayschild albumpreview tomorrow kali together good boy gone bad","Neutral"
0," takbir pertama yang paling beda","Neutral"
0,"malam takbir muter cari cilok enggak ketemu ","Neutral"
0," ikut takbir gojek nya","Neutral"
0,"ya allah izin aku bigwin malam takbir belum lebaran tiba ya allah","Neutral"
0,"opo di ra nduwe cita cita ajak mubeng takbir aku ngono ow ","Neutral"
-3,"jeonghan kenapa lo harus keluar pas malam takbir ajg","Negative"
0,"tadi tangis karena takbir masa sekarang tangis karena diomongin yang enggak sama keluarga sih alah","Neutral"
4,"dengar takbir tahun ini asa beda lebih rasa melow saja bawa padahal tadi baik baik saja loh ","Positive"
4,"senang banget dengar jalan rame lagi orang takbir ada","Positive"
6,"kampung suka bikin huru hara memang bikin heboh dulu pokok takbir asa kayak tonton bola enggak sih ada yang bawa bendera juga enggak tau bendera apa vid dari teman ","Positive"
-2," enggak bisa aku tuh ada takbir rame banget","Negative"
0,"rt duh gustiii malam takbir antar banyak ini rejeki dari orang baik thks buat ibu kos tetangga kitar rum","Neutral"
0,"malam takbir siapa yang galau iya gue ","Neutral"
-3,"sudah capek gue keluar banyak energi buat takbir pakai trek eh pas sampai jalan suruh puter balik","Negative"
3,"takbir kesan ramai ingat tentang ogoh ogoh yang kuikuti tahun lalu","Positive"
0,"semangat buat yang malam takbir di rumah sakit ","Neutral"
0,"naha nyak gramed kudu rame malam takbir ","Neutral"
0," atau enggak pada takbir ","Neutral"
-2,"duga gue anak hiphop kalo enggak gyu ya non kok tbtb melipir ke paduka anjir astagfirullah paduka mau malam takbir juga kali ya","Negative"
-7,"sebel banget deh sama orang orang yang main petas pas malam takbir selain rusak dengar gue yang ingin nikmat takbir tapi malah ada variasi jedar jeder petas bikin kucing gue stres kesi dosa lu pada ah ","Negative"
0,"kenapa pas malam takbir yaallah ","Neutral"
2,"ini malam takbir dan aku jatuh cinta pada yoon jeonghan","Positive"
2,"malam takbir ini tuh kayak rasa kangen yang bayar begitu","Positive"
0,"malam lebaran pada takbir gue asik ngendok kamar saja","Neutral"
0,"takbir ngemil sks ","Neutral"
0,"malam takbir yang ingat scene pemenggalan","Neutral"
8,"ketika takbir mampu getar hati ingat semua besaran serta agung dan bawa pada baik aku tak sempat pikir soal dalil ","Positive"
3,"malam takbir lihat yang bening malah tangis ","Positive"
0,"polda banten imbau tidak ada pawai dan arak arak saat malam takbir lebaran tidakadapawai ","Neutral"
-2,"malam takbir begini biasa sudah makan ketupat tapi sekarang malah makan naspad karena enggak ada yang masak","Negative"
0,"malam takbir bukan nyusun nastar malah surup teaser h ","Neutral"
0," gapapa lu takbir galau version","Neutral"
-4,"malam takbir malah sakit pinggang","Negative"
4," jujur gua prihatinn takbir sini bukan ngumandangin takbir malah pasang musik jedag jedug ","Positive"
0,"malam takbir pada apa saja gais","Neutral"
-4," takbir mana rai","Negative"
1,"malam takbir mah sayah sibuk maaf ya kalau yang belum difollback sama belum dibales komen ","Positive"
0,"masa malam takbir galau ajg","Neutral"
-4,"aku lihat rangorang jalan jalan malam takbir sementara gue masih bikin kue hias kue keluar piring manage rumah ini untuk open house tiap raya ","Negative"
-2,"berat banget beban hidup lagi takbir begini segala pikir sejahtera petan","Negative"
0,"malam takbir nih gaiiss ","Neutral"
-2,"sad benar enggak bisa takbir karena demam radang tenggorok","Negative"
0," gapapa takbir sama ayang wkwk","Neutral"
0,"malam takbir tulis mingyu dipangku seungcheol","Neutral"
-4,"sakit banget malam takbir malah namatin mr sunshine ","Negative"
0,"enggak ikut takbir kare masih nguli ","Neutral"
0,"apel gabung kesiapsiagaan polres tubaba antisipasi malam takbir hari raya idul fitri h tahun ","Neutral"
0," bukan lagi ngebedug takbir kalau asah","Neutral"
0," nyata sudah takbir ","Neutral"
4,"malam takbir dan masak mama dua hal yang aku suka dari momen lebaran ","Positive"
0," orang lain takbir ini cipok","Neutral"
0," pas malam takbir ","Neutral"
0," tugas tak tinggal pengin lihat takbir keliling hihii","Neutral"
0,"ah bangkai siapa sih yang keliling pakai salon nyetelin remix takbir hadehh","Neutral"
0,"ramee banget orang main petas di komplek gue jir sudah kayak jalur perangtapii ya neng karena sudah tahun ini enggak ada ramai di malam takbir kayak begini finally vibes lebaran nya balik lagi ","Neutral"
0,"takbir dulu a ","Neutral"
-2,"sudah takbir tonton drama saja ","Negative"
0,"rt malam takbiranstadion jislive","Neutral"
-2,"aneh banget rasa lebaran enggak takbir apa an sepi banget ","Negative"
0,"luar takbir dalem kamar simple plan","Neutral"
0,"takbir saja dulu malam besok mabok angka lagi sksksk","Neutral"
0," takbir di rumah kakak","Neutral"
4,"malam takbir sambil deg deg an hajeongwoo benar selca enggak ya malam ini","Positive"
-7,"bisa enggak sih takbir tuh yaudah takbir saja enggak usah jedag jedug pakai soundsystem volume keras buat apa kalau enggak jedag jedug ya enggak apa-apa ini jedag jedug kaca kamar gue pecah anjir","Negative"
0," watashi juga enggak bisa tidur gara takbir kapan mau checkout keranjang ","Neutral"
0,"ora rela pis langsung tidur malam takbir begini begini bae","Neutral"
-11,"trauma deh gue keluar malas takbir begini","Negative"
-4,"salon gede bukan muter takbir malah muter lagu jedag jedug mana kencang banget ","Negative"
-1,"kalo o o t hapus saja ya min numpang curhat ya ges tapi mohon maaf utama buat teman yang lagi mau jelang lebaran karena cerita gue lalu sedih untuk baca pas malam takbir yang harus bahagia ini work ","Negative"
0," takbir kak","Neutral"
0," takbir ya balap","Neutral"
-4," malam takbir kalian mana nih atau di rumah saja ","Negative"
-9,"habis nelfon sama orang tua karena enggak bisa pulang kampung buat lebaran rasa sepi bangst dan tanpa sadar air mata alir dan akhir tangis sesegukan sedih banget malam takbir biasa rame sekarang sendiri di kosan sepi dan asa hampa lebaran tahun cont ","Negative"
0," takbir","Neutral"
-8,"takbir keliling nya seram woiii kayak ajak perang","Negative"
4,"selamat takbir btw ","Positive"
0,"aku malam takbir makan pizza bukan buras ya karena besok mau mudik untuk apa aku masak wkwk","Neutral"
0,"baru tau ada takbir keliling remix baru saja lewat jedag jedug","Neutral"
0,"jeonghan islam aku lihat dia muncul pas takbir ","Neutral"
4," ping semangat malam takbir ","Positive"
-3,"sedih enggak lu malam takbir masih depan laptopp","Negative"
0," takbir di dapur check","Neutral"
4,"malam takbir makin rasa sendu bagaimana lagi besokya allah kuat ","Positive"
10,"takbir kali ini seru banget ","Positive"
0,"bukber pas malam takbir adalah mekso cuuyyy macet ngene piyeee","Neutral"
-4,"tidur jam gin dimalem takbir adalah dusta","Negative"
0,"kalian takbir apa ","Neutral"
0,"mau juga takbir di sidikalang ","Neutral"
4," kak melll dia muncul takbir benar","Positive"
1," malam takbir kalian lagi sepi kak hehe ","Positive"
1,"bersih rumah pas malam takbir memang sudah jadi tradisi me like itu sok much asa mau lebaran","Positive"
0,"no wins malam takbir","Neutral"
0,"cie cie malam takbir vc an ","Neutral"
0," ya allah bismillah berkah malam takbir","Neutral"
7,"oh iya selamat malam takbir seru banget ","Positive"
4,"selamat malam takbir sama ayang awpa","Positive"
10,"malam takbir paling seru turut ya duduk teras dengar suara mesjid sana mesjid sini vibenya rasa nyaman banget","Positive"
0,"sambil takbir mari tunggu txt album preview thursdayschild albumpreview tomorrow kali together good boy gone bad","Neutral"
-4,"malam takbir mana","Negative"
0,"begini rasa takbir di pulau luar ","Neutral"
0," manifesting malam takbir bisa dinotice makji lewat jalur apa amin","Neutral"
4,"malam takbiranaku mau bagi saldo kak dana ovountuk menang rt dan like tweet ini like tweet matan ku ada bagi thr kak end jam besok jam pagi zonauang zonajajan eveche lebaran happy eid mubarak everton lampard mil","Positive"
0,"apa hukum tidak takbir tapi malah cari link streaming arsenal ","Neutral"
0,"malam takbir malah matlis wkansjsnsn","Neutral"
5,"malam takbir bakal seru banget kalo punya teman","Positive"
4,"malam ini ditemenin takbir bareng pupu dan nabila keren","Positive"
0," ini takbir ku kak ","Neutral"
0,"tiap malam takbir pasti gempoorrrr ","Neutral"
-3,"malam takbir tahun ini kabur kabur buat hibur diri tapi sama saja rasa sedih rasa kangen nya enggak bisa pergi ","Negative"
5,"jujurly malam takbir di jogja lebih seru dripd di jakarta","Positive"
-7,"rt yuk yang malam takbir lagi sedih dan tangis karena dua orang tua atau kakak atau adik atau anak atau pasang sudah b","Negative"
4," enak malam takbir begini enggak sih","Positive"
0,"malam takbir sama jeonghan","Neutral"
0,"malam takbir itu malam ter dek best period","Neutral"
0,"babinsa gadingsari koramil sanden kopka eka nurcahyono giat monitoring malam takbir idhul fitri tahun di wilayah kalurahan gadingsari pada minggu malam pukul wib ","Neutral"
0,"baru kali ini malam takbir tvnya ledak ","Neutral"
0," malam takbir update duluan ","Neutral"
0," berkah malam takbir ya lun","Neutral"
4,"seru banget takbir di desa kayak yang rame pol bikin suatu","Positive"
0,"digeder bikin kue kering macam cuman hari akhir tepar malam takbir","Neutral"
0," sirel ini malam takbir ","Neutral"
0," wkwk gemas banget mesti podo cilik e bisa baur dengan bocah ndelok takbir ","Neutral"
0,"takbir yang ubah jadi karnaval dan konvoi","Neutral"
0,"rt diksih pap malam takbir sama ayang","Neutral"
0,"mau nontonin bujang korea rasa sa lagi takbir malah dengar musik","Neutral"
-2,"fokus pecah sama malam takbir txt album preview thursdayschild albumpreview tomorrow kali together good boy gone bad","Negative"
0,"mellow kalo takbir begini ","Neutral"
-3,"agak nekat ya jalan ke borobudur pas lagi takbir begini ","Negative"
0,"mau iqiyi dong yang sat set bestie buat nemenin malam takbir zonauang","Neutral"
4,"sbehdbdhdhdjd benar pas takbir hanif pulang pas lebaran ","Positive"
0,"chan anjir enggak usah buat gue tangis di malam takbir ini ","Neutral"
1," buat pixelpro yang bikin gue sibuk pas malam takbir","Positive"
0,"rt enggak bagi thr kak untuk orang deh tanpa fafifu wasweswos langsung saja rt like komen lesgoooow diumumin malam takbi","Neutral"
-4,"seperti biasa malam takbir susah tidur ","Negative"
0,"malam takbir di rumah baru ","Neutral"
-2,"malam takbir cuma klumbrak klumbruk kayak pakai enggak kanggo","Negative"
1,"rt moga malam takbir saat ini dan besok kita raya i edul fitri hari bahagia umat muslim seluruh dunia kita hilang i","Positive"
0," iya vibes takbir nya rasa banget ","Neutral"
-4,"berkah malam takbir salah satu nya dapat tiser jeonghan mana ganteng banget nangiiisss","Negative"
0,"dobby sama jongu lagi takbir keliling kan untuk update nya besok habis sholat ied pakai baju koko","Neutral"
0," kenapa malam takbir sih hannnnn wkwkkw","Neutral"
-2,"malam takbir enggak bisa tidur sudah biasa pas siang tidur sampai sore ","Negative"
4,"saya yang dari bogor ke jogja saja jujur rasa sepi banget bagaimana yang ini ya dari jatim ke sumatera ","Positive"
4,"teori enggak benar sih tapi pas malam takbir benar wkwkwkwkwk teaser jeonghan pas malam takbir ","Positive"
0,"takbir sama ayang","Neutral"
-1,"oh begini rasa takbir tanpa keluarga sendiri mau tangis kencang","Negative"
3,"rt akhir ikut takbir keliling boyolali naik pickup walaupun duduk depan bukan di boxnya ","Positive"
0,"liane takbir mbek ayang kene trimo simak ayangk pilih ambek kncane","Neutral"
0,"malam takbir malan flu ","Neutral"
4,"seru banget takbir suasana kampung","Positive"
0,"ini anak anak yang takbir di masjid ngapa tawa woy lu pada enggak sadar lagi pakai mic apa ya ","Neutral"
-5,"rt takbir main kembang api di rumah saja sama arminp si jangan salah fokus kamar arminarlert attackontitanfinalsea","Negative"
0,"mau ki sono boleh gayane nduwe rencana motor keliling wnosari ndelok takbir tapi jam gin wes turu klipuk tebakk pelakuu sopo kui ","Neutral"
0," ayangnya mau ajak takbir ","Neutral"
0," lahir pas malam takbir dan hari buruh","Neutral"
4,"tiap malam takbir itu kayak harus kuat kuatin mental biar enggak tangis itu capek juga ya nyata","Positive"
0,"malam takbir kerja dan enggak mudik not the first time","Neutral"
0,"kenapa tiap malam takbir begini tangis","Neutral"
-2," min mohon info sindangjaya lurah pasir impun rw bagi mati lampu mohon di info ke pihak pln kait takbir min trimakasih","Negative"
0,"malam takbir ngebucin malam takbir ngurir ","Neutral"
0,"tapi sayange akeh sik lali carane mosok takbir ro musike ra sinkron ","Neutral"
0,"takbir yuk","Neutral"
0,"takbir sama jeonghannnnnnn ","Neutral"
0,"rt malam takbir halo aku sudah bagi bingkis isi ada jajan permen dan susu terus ada amplop di dala","Neutral"
0,"ini suasana takbir kampung halaman ku bagaimana di tempat kalian ","Neutral"
0," i kalian mudik mbi takbir muter","Neutral"
8," benar banget ril habis muter ketemu beberapa rombong takbir rasa kayak balik ke belum pandemi wkwkwk","Positive"
0,"takbir gaes ","Neutral"
0,"sudah pada takbir belum nih gaiss wkwk","Neutral"
-6,"takbir di mushola cuma bareng bocil ini yang umur pada mana deh ","Negative"
0,"rt malam takbir di kamar yuk ","Neutral"
0,"spill takbir di tempat kalian ","Neutral"
0,"takbir bareng ","Neutral"
0," lagi bukan pada takbir malah main bola","Neutral"
5,"yaaaakkk wkwkwkwkwk malam takbir ini gue kasih update latar belakang kisah seno nayla dulu ya habis pusing baca mereka gue kasih sedikit yang manis manis dari pasang shaga nayara wkwkwkwk taqabbalallahu minna wa minkum selamat lebaran bagi yang raya ","Positive"
0,"malam takbir iring lagu annyeong gaby kiaw ","Neutral"
0,"takbir tahun ","Neutral"
-3,"sudah lama banget enggak ada takbir kalo dan enggak dengar takbir masjid alhamdulillah tahun ini ada lagi sayang cuma satu gadapet sholat ied ","Negative"
0,"masa takbir kolep sama jedag jedug","Neutral"
0," takbir","Neutral"
-4,"enggak tangis pas takbir mana bisa","Negative"
0,"rt saldo dana spay receh thr ala ala buat ba only rt follow saja end malam takbir ya zonauang","Neutral"
0," habis takbir kah","Neutral"
0,"kerja saat yang lain pada takbir tiket sepi ngantukeeeeeeeeee blas enggak well tenan","Neutral"
13,"setelah dua tahun sepi tahun ini yang takbir keliling rame banget langit juga cerah bintang bintang lihat cantik selamat lebaran semua ","Positive"
0," habis takbir malah jagung rebus","Neutral"
0,"malam takbir enggak kayak malam takbir","Neutral"
3,"rt warga antusias laku konvoi takbir dalam rangka sambut idul fitri h ","Positive"
0,"rt beduk dari juru jakarta riah takbir di jis malam ini ","Neutral"
0,"takbir sepi amat","Neutral"
4," nctzh selamat malam takbir yuk sambil mampir baca short au nya ","Positive"
0,"prah banget lagi pada takbir ","Neutral"
4,"kalian tau kenapa jeongwoo enggak apdet ya betul dia lagi takbir di mushola al ikhlas sambil mukul bedug","Positive"
0,"alhamdulillah berkah malam takbir","Neutral"
0,"pawai takbir desa adirejo ","Neutral"
2," ih dulu aku sering ikut takbir keliling wkwk sekarang di komplek sudah enggak ada bahkan ini aku di rumah eyang juga sudah enggak ada kaya sudah jarang banget","Positive"
4,"ganteng takbir keliling yuk ganteng ","Positive"
0," buaya kalo takbir begini pada lepas kah","Neutral"
3,"lihat status orang jalan di jtb rame banget sama orang takbir sampai penuh rasa banget juga kalo besok mau lebaran setelah tahun kemarin sepi dan sini anyep","Positive"
-6," banget rebah doang dengar takbir sama gelebuk petas macam bom","Negative"
0,"sobat gowes yuk bapak ibu lebaran sudah takbir nihhhh yoooooooomaaaaaannnnnn ","Neutral"
0,"malam takbir yang takbir ada yang lamar ada yang nikah juga ada","Neutral"
0,"malam takbir kalo enggak nyetrika ya masak","Neutral"
5,"dari kemarin asa sudah enggak enak takut gilir jeonghan pas malam takbir eh benar dia dong malam ini untung masih buru ","Positive"
0," masjid takbir","Neutral"
9,"rt journey nya ngumpul nya senang hati semua orang cinta suara takbir nya yang terus gema suara mercon main kbang apa","Positive"
0," iya sudah fix sini juga sudah takbir","Neutral"
4," aku temenin takbir nya sayang","Positive"
-4,"astagfirullah jadi anjing an takbir begini","Negative"
3,"rt di tempat gwh ada takbir keliling unch brobog brobog kwek kwek hhhh cium kening ","Positive"
0,"takbir","Neutral"
-4," aaaaaa bosan bgtkangen dulu kalo takbir begini main bareng orang tetangga sampai malam","Negative"
-4," pas malam takbir pagi pagi rusuh rumah belum sholat ied pakai baju baru pulang dari masjid malak duit bokap aowkwkkw mudikk ke jawa","Negative"
0,"haru banget malam takbir tahun ini rame poll","Neutral"
-3,"heran sama cewek yang keluar malam takbir itu enggak beres ya ","Negative"
0," rumah mami malam takbir ","Neutral"
2," semangat takbir gelap ","Positive"
0,"rt suasana takbir di jakarta internasional stadium salute buat jangan lupa besok sholat ied di jis","Neutral"
0,"gakusahlah ngerusak suasana takbir pakai petas itu ","Neutral"
-2,"biasa orang takbir enggak serame ini ","Negative"
0,"malam takbir dapat teaser jeonghan ","Neutral"
0,"jero tadarus luar dj r takbir ","Neutral"
0,"malam takbir di temenin travis dan miyamura ","Neutral"
-2,"rt tetap skripsi saat yang lain takbir cuma ","Negative"
-2," kok kamu takbir juga","Negative"
-2,"malam takbir malam biasa tidak ada beda tetap sini sama jiwa yang sepi","Negative"
0," pada takbir","Neutral"
0,"malam takbir tidur bangun bangun malah kagak mood","Neutral"
0,"tetap melu takbiranmasio posone ra tutok","Neutral"
8,"seru banget dari tadi banyak orang takbir pakai mobil speaker gede lewat depan rumah heboh sendiri tiap ada yang lewat langsung lari ke pintu luar buat lihat","Positive"
2,"tadi sambil lihat takbir bocil lewat depan rumah sambil iseng gacha deh di pity gede sih dari sisa kemarin gacha abang sama celeng nguli lama chasm pull langsung nongol dia wow ","Positive"
-4,"itu yang takbir pakai sound dangdut ada masalah apa sih anjir","Negative"
-7,"makin tambah umur makin malas takbir keluar rumah","Negative"
0,"kemarin bikin draft tweet betapa gue enggak suka idulfitri untung enggak jadi gue posting lol beberapa tahun belakang malah gue nginep di kantor atau di hotel atau di mana pun ketika malam takbir hanya supaya gue enggak di rumah ketika syawal ","Neutral"
-4,"johnny malam takbir postingan bikin istighfar mentang setan bentar lagi bebas tobat lu johnsi paling amriki ","Negative"
0," pada takbir kak","Neutral"
-2,"asa di rs galama tapi kok sudah takbir lagi ya hahah","Negative"
0,"malam takbir ya ","Neutral"
-1,"seperti tahun kemarin malam takbir kali ini gue enggak pulang gue kira hanya akan jadi tahun kemarin enggak tau malah jadi biasa untuk dua kali","Negative"
0,"malam takbir banget nih ","Neutral"
-3,"makanya jangan ngebayangin nanti pas takbir gue pasti sore bantuin ibu mertua malemnya jalan jalan takbir wkwkw halu lu bangun woyy nyata enggak suai bayang kan sedih deh lu wkwkw","Negative"
-4," hahayyy kade ah konon lmn pas malam takbir ngadonan budak nya cacat ceuk beja eta ge ","Negative"
0," malam takbir bias update","Neutral"
5,"keluar pas malam takbir giat yang amat sangat lelah jujur","Positive"
0,"rt takbir di starbucks bertanyat ke mbak barista kak besok buka starbck buka dari pagi mari kita ngopi di sana besok","Neutral"
0," mau sapa tau rezeki malam takbir","Neutral"
0,"malam takbir gue hpbd","Neutral"
0,"tannies malam takbir ","Neutral"
1,"ih seru banget takbir sekarang sudah normal lagi gakayak dua tahun ini ","Positive"
-2,"orang orang pada apa sih kalo malam takbir kok aku gabut","Negative"
10,"memang paling benar malam takbir rumah saja sih daripada kelayaban enggak jelas","Positive"
0,"yaallah maaf ini malam takbir tapi hamba mu ini malah misuh misuh enggak ada adab","Neutral"
-3,"kaget ira hhu malah jeonghan yang keluar astaghfirullah malam takbir takbir ","Negative"
0," pakde enggak malam takbir ","Neutral"
0,"takbir sama atun ","Neutral"
0,"rt kuyou give away enggak malam takbiranrp kak untuk orang si kak follow like dan rt repl","Neutral"
0,"eh sorry enggak post ke as takbir","Neutral"
0," takbir ya balap nder","Neutral"
0,"kata jira enggak boleh jadi reog di malam takbir jadi aku mau minum obat saja","Neutral"
0,"babinsa srigading koramil sanden sertu suparna giat monitoring malam takbir idhul fitri tahun di wilayah kalurahan srigading pada minggu malam pukul wib ","Neutral"
0," takbir gihhhh","Neutral"
3,"etdah anjir tau begitu ikut takbir keliling naik sepeda anjir ih daripada tunggu","Positive"
0,"eh demi apa aku belum dengar takbir loh dari tadi lebaran enggak sih","Neutral"
0,"astaghfirullah malam takbir malah h word ","Neutral"
3," amin mandali jalan m tutup ben takbir santai boleh lewat ibu e kesusu toke gowo barang akeh lewat dalan medun manjer rem raiso mbayangke nek mandeg deg opo blong pas medunan kui ","Positive"
-4," yang punya mtor itu update balap waktu takbir lebaran terus celaka tinggal","Negative"
4,"malam takbir enak win enggak sih","Positive"
-4,"siapa yang malam takbir malah sakit angkat tang","Negative"
0,"rt pap takbir vibe di tempat kalean dong ","Neutral"
-2,"malam takbir cuma rebah ada","Negative"
4," wkwkw ya kanzzzzz rael selamat takbir n lebaran","Positive"
0,"malam takbir dengan air mata","Neutral"
0," ale semangaaat malam takbir sama ayang ","Neutral"
0," sama padahal sudah rencana mau masak mie buat teman sambil dengar takbir nyata sudah kenyang gara banyak makan","Neutral"
0," kamu takbir tidakkk ","Neutral"
-2,"malam takbir sendiri doang di rumah rasa sepi banget huhu","Negative"
-3," iya tadi keluar malam takbir ada","Negative"
0,"kampring kieu takbir teh","Neutral"
0,"kante ini enggak main apa karena jadi panitia takbir masjid agung london ","Neutral"
0,"takbir tahun lalu kamu pulang ke rumah ","Neutral"
-4," gue sakit peruuttuutututut ahahsghahahah tenkyu atas hibur di malam takbir admin gwenateez","Negative"
0,"luar rumah gue pada jedar jederrr sama takbir rme banget tapi gue malah rebah","Neutral"
-3," takbir pasti wonwoo yang keluar enggak pasti jun vernon sih kayak jeonghan be laik surprise ","Negative"
-4,"sakit gigi enggak tau sikondpn ruma gue musholah ykali enggak takbir lebaran ","Negative"
0," kakak banget tiap ada yang bilang takbir wkwkk","Neutral"
0,"siapa yang takbir","Neutral"
0," malam takbir jalan enggak nih ","Neutral"
4,"suka tangis kalo malam takbir karena enggak sangka masih kasih sempat dengar suara takbir tiap tahun ","Positive"
0,"malam takbir kalian malam kirim undang sudah orang teman yang kirim undang malam ini wkwk","Neutral"
-3,"malam takbir last year bikin thread tentang palestina sampai begadang terus pagi nya mata bengkak sebab sedih ngantuk diomelin mak gue karena gabantu wkwkwk","Negative"
0,"asupan buat malam takbir dulu tiktokviral cewekcantik goyangmantap gelek viraltiktok cewekdaster ","Neutral"
0," ketemu ini tadi di jalan takbir rasa jathilan ","Neutral"
0," gue lupa hari ini ada teaser ira adminnya takbir","Neutral"
-2," enggak apa-apa karena ini malam takbir dan besok lebaran maka sama makhluk harus saling maaf btw kamu teman sama pocong ya kok kayakny tau bngettttt","Negative"
0,"takbir di dolan i pora ndue keluarga","Neutral"
0," malam takbir always sepi dan gabut","Neutral"
0,"orang mah pada nyetel lagu takbir lah gua nyetel lagu galau anjgggg","Neutral"
-4,"takbir anjing","Negative"
0," pada takbir","Neutral"
5,"takbir keliling di jj anjir enggak enak banget","Positive"
0,"sumpah dari tadi rombong takbir yang lewat tuh nyetelnya takbir versi remix jedag jedug jendela rumah gue sampai getar","Neutral"
0,"malam takbir mens edan banget","Neutral"
-2,"please aku malam takbir di rumah doang om ku lagi kerja enggak ada yang bisa jadi tumbal buat bawa mobil usaha hibur diri txt album preview thursdayschild albumpreview tomorrow kali together good boy gone bad","Negative"
0,"mentang takbir ","Neutral"
