"score","text","class"
7,"rt keluarga faisal ziarah ke makam bibi andriansyah dan vanessa angel usai laku shalat id mereka juga ajak gala suka","Positive"
0,"datuk merah condethabis keliling silaturahim depan rumah sudah macet karena warga condet banyak yang ziarah kubur di tpu datuk merah ","Neutral"
3,"dari salam sholat ied sampai ziarah di makam keluarga besar yang selalu keluar dari mulut orang eh adek sudah gede ya aing kecil mulu mah enak","Positive"
-5," tipsraya sedikit ingat masa ziarah ziarah antara jam pagi tengahari petang petang malam malam beritahu tuan rumah belum datang ziarah yang bawa anak kecil awas anak andaselamat hari raya aidilfitri ","Negative"
-4,"ziarah kedok modus ups","Negative"
0,"ziarah ","Neutral"
0," salam dulu kali ziarah pas belum puasa","Neutral"
0,"ziarah kubur dulu ","Neutral"
-1," sungkem sama orang tua makan ketupat ziarah keliling kak tetangga salam an bis dohor tidur biasa tepar malam bis masak pool selamat lebaran mohon maaf lahir batin","Negative"
0,"kelam kabut pagi raya dengan mak aku nak p masjid jauh sebab nak ziarah kubur tok sekal masjid penuh p pula surau nasib sempat ","Neutral"
4,"rt boleh jelas hukum ziarah kubur pada hari raya ","Positive"
0,"gua ziarah kayak preman banget yang lain pakai gamis soal gua jeans sama kaos tvt","Neutral"
0,"rt harini raya rehearsal saja esok baru salam salam ziarah apa semua","Neutral"
0,"habis ziarah kubur ramaiiiii banget","Neutral"
3,"keluarga faisal ziarah ke makam bibi andriansyah dan vanessa angel usai laku shalat id mereka juga ajak gala sky andriansyah ","Positive"
1,"larang tanpa dasar orang haid tidak boleh ziarah makam ","Positive"
0," enggak belum puasa sudah ziarah","Neutral"
-7,"enggak habis fikir sama otak orang yang punya ini main anjing ini lagi pada ziarah kubur lo pasang begini gblk anehh anehh ya yang harus nya buat jalan jadi enggak bisa dong pak yaampun pengin gue tonjok saaat baru lebaran emosi lagi gue ","Negative"
0," boleh ziarah rumah mu ","Neutral"
4,"selamat hari raya tak sempat nak ziarah ziarah rumah orang lagi sebab masak tak habis lagi ","Positive"
0,"rt sunnah aidilfitri ziarah ziarah puasa btw yang mandi sunat itu aku mandi wajib pun belum salam aidilfit","Neutral"
0,"pengin maka up tapi habis ziarah langsung tidur anying","Neutral"
0,"solat raya deh ziarah kubur pun deh ","Neutral"
9," minimal ba sudah dzuhur lah tubir baru kelar halal bi halal belum selesai sarap ketupat belum otw ziarah masih ada jam damai dalam tenang prop","Positive"
0,"ziarah kubur doa doa almatsurat boleh enggak ","Neutral"
0," jam lagi kali wkwkya ziarah kubur atau libur","Neutral"
3," kumpul keluarga besar sungkem abistu ziarah","Positive"
0,"dua tahun tak ziarah kubur ini harap tak sa kubur lah macam ustaz viral dulu","Neutral"
0,"anjinkkk lu tau gwe lagi ziarah di makam abah brng sodara tiba gue kentuuttt brottzz gede banget asuuk","Neutral"
3,"tapi kitaorg stay sini sampai hrbln ini sok banyak masa lagi lah nk lawat dirog hehe just pelik hari st raya lepak je sebab before covid raya st ini lah sibuk g ziarah semua dara belah abh ygbkat kb itu haha","Positive"
-1," salat id seperti biasa tapi ini pertama kali khutbah pakai b indonesia tradisi salam salam makan sama takir makan yang bawa jemaah ziarah kubur","Negative"
0,"idul fitri keluarga faisal ajak gala ziarah ke makam vanessa angel dan bibi andriansyah ","Neutral"
0,"sunnah aidilfitri ziarah ziarah puasa btw yang mandi sunat itu aku mandi wajib pun belum salam aidilfitri ","Neutral"
3," sholat ied maaf an ke keluarga besar ziarah keliling","Positive"
0," lu ziarah enggak nanti rumah engkong saja men ya yaga ","Neutral"
13,"selamat hari raya ayah moga kubur ayah sejuk lapang moga ayah ikut bahagia karena kita semua juga bahagia hari ini maaf belum bisa ziarah maaf belum bisa kunjung tadi lala sudah kirim al fatihah buat ayah moga surga tempat kita nanti ","Positive"
0,"saat ziarah","Neutral"
4," lena je harini memang solat raya je pastu tidur takda ziarah ke apa esok baru betul ","Positive"
0,"alhamdulillah rame karena orang yang ziarah ke makam kalian mampir ke rumah karena rumah dkt makam wkwk rame sama keluarga juga","Neutral"
0," sungkem mam terus pada ziarah tapi aku sama gaperna ikut ziarah ","Neutral"
0," ziarah terus silahturahmi","Neutral"
8,"yang mungkin lebih bisa warna dan hias hari hari lebih baik dan erti apa mau kamu sudah ya aku mau lanjut makan ketupat dulu habis itu ziarah ke makam terus lanjut hahahuhu lagi deh ntgspcl lebaran","Positive"
0,"habis ziarah pokok gua molor ","Neutral"
0," gua balik dari ziarah kubur masih belum tampak getar dari mbak","Neutral"
-4,"biasa tuh jalan jalan samalan ke tetangga pas siang makan makan dan ngumpul di rumah sambil bagi thr pas sore ziarah ke makam ","Negative"
0," ini ada rumah habis dari ziarah makam","Neutral"
-2,"tadi cuma sholat ied terus salam sama yang masjid bentar udagitu ziarah sudah deh sekarang tinggal rebah wkwk","Negative"
-6,"serimpet begitu terus pas ziarah ke makam pada kotor gara keinjek mana baju panjang lagi tambah bikin bad mood ","Negative"
0,"ziarah ke makam sultan mahmud baharudin i di palembang ","Neutral"
-4," askrl guys kalo di keluarga kalian tradisi habis solat ied apa sih jalan jalan ziarah atau mana ","Negative"
-3,"ziarah kubur adalah salah satu tradisi lebaran seperti hal mudik dan halal bihalal di hari idul fitri umat islam sempat diri untuk tidak hanya silaturahmi dengan kerabat yang masih hidup tetapi juga dengan yang telah tinggal dunia minal aidin wal faizin ","Negative"
-4,"korang upload dulu gambar raya korang kat medsos nanti aku like sebab mak mertua dengan laki aku tak kalut pun dorang decide harini je masak lauk raya untuk esok sebab harini takda siapa pun ziarah kita orang pun tak ke mana esok baru aku upload gambo raya aku eh ","Negative"
0," aku tangerang nih tapi habis ziarah mau ke jaksel","Neutral"
2,"pas maaf maaf sama keluarga sama kerabat biasa saja tapi pas ziarah ke makam papa enggak kuat nah air mata ","Positive"
5," tahun enggak pernah ziarah kubur pas lebaran kaget saja pas ajak ziarah kubur isi cewek cantik ya","Positive"
0,"yang lain pada ziarah ngumpul aku malah sendiri di rumah saja","Neutral"
0,"sholat eid sudah salam sudah ziarah sudah makan ketup sudah lanjut tidur","Neutral"
0,"me sama kenapa kalo lebaran orang pada ziarah kubur mesti rame kenapa enggak hari lain saja mom ya nama juga lebaran kumpul keluarga kan ","Neutral"
-2,"lebaran biasa ziarah enggak sih ","Negative"
0,"ziarah kubur ziarah ziarahkubur makam ","Neutral"
4,"rt bhnasional khutbah tajuk menang tuju reda ajak umat islam kukuh silaturahim dengan amal ziarah","Positive"
0," iya nanti aku mau ziarah ke kuburuannya t t","Neutral"
2," tahun ini enggak ikut sholat id atau ziarah makam keluarga besar tahun ini nemenin mak yang lagi sakit moga mak lekas sehat dan pulih kembali ","Positive"
0,"ehehe habis keliling cuy tapi baru tengah weee mau keliling lagi yang di sebelah kiri tadi di sebelah kanan karena kalian ziarah ","Neutral"
4," bhnasional khutbah tajuk menang tuju reda ajak umat islam kukuh silaturahim dengan amal ziarah","Positive"
0,"orang mah pada kunjung ke keluarga maaf an dengan tetangga dan kerabat ziarah ke makam lah gue malah maaf an sama jamban kan anjir","Neutral"
7,"step baru sampai ziarah kubur tapi sudah ngantuk banget mohon maaf nih benar ngantuk banget","Positive"
0,"eid activities sholat eid salam beberapa orang ziarah turuuuu yuuuhuuu","Neutral"
4,"baca ringkas waktu ziarah kubur al fatihah kaliayat al kursi kalisurah al ikhlas kalisemoga allah rahmat dan ampun mereka semua ","Positive"
0,"lo ziarah enggak ","Neutral"
0,"kumpul doa ziarah kubur lengkap dengan latin dan arti ","Neutral"
0,"aku baru tau kalo lagi red day enggak boleh ikut pergi ziarah kubur","Neutral"
0," belum lagi mau ziarah kubur dulu","Neutral"
-2," tinggal ziarah tuh buru","Negative"
8,"sering temu saat ziarah lebaran manfaat bunga kamboja kelopak dan untuk buka pintu rezeki ","Positive"
0,"ziarah jadi rutinitas baru lebaran tahun ini","Neutral"
0,"ziarah dulu ya gengs","Neutral"
0,"habis solat eid laper banget suruh ke rumah sodara gue kira mau makan makan nyata ziarah ","Neutral"
-1,"nasib rumah dekat kubur lebaran pada ziarah lewat rumah gue","Negative"
0," pantau pulang ziarah makam masih belum ada jawab ","Neutral"
-1,"datang ke rumah nenek buat ziarah yang bawel thr bukan anak kecil tapi bapak emaknya maaf ya thr aku belum pul tahun depan insyaallah ngasihnya lebih ","Negative"
1,"tradisi lanjut adalah kampung ziarah ke makam rame rame lucu kalo tarik mundur hampir kampung sodaraan ","Positive"
5,"haji faisal bawa keluarga dan cucu cinta gala sky ziarah ke makam vanessa angel dan bibi andriansyah usai salat id kumparanhits ","Positive"
0,"habis ziarah ","Neutral"
0,"siklus hari raya gue ziarah ke makam makan sholat ied salam salam tidur wkwkwk","Neutral"
3,"oke saat ziarah ke makam ayah huhuhu","Positive"
-5,"bisa cuma sholat ied ziarah kubur bis itu salam energi gue habis lansung pusing buset deh","Negative"
0,"harini raya rehearsal saja esok baru salam salam ziarah apa semua","Neutral"
0,"ngumpul ziarah bengong ","Neutral"
0,"jaga parkir yang ziarah ah ","Neutral"
0,"sebak ziarah kubur ayah","Neutral"
-2,"gue ziarah ke makam morgen habis itu ke konoha ya biasa ke makam mugiono","Negative"
0,"ini bukan bawa ziarah sudah oobawa syurga sekal dia ini woo ","Neutral"
0,"arak arak tuju makan sultan untuk ziarah kubroh palembang ","Neutral"
4,"ini kalo lebaran di majalengka bakal ke rumah nenek dulu habis itu ke rumah sodara thr sana sini ziarah makam pulang beli bakso sayur ih kangen ","Positive"
3,"tiba rumah usai ziarah ke makam ayah langsung diam di kamar nanti maaf bukan hindar dari tanya tapi benar pengin tidur habis jaga malam ","Positive"
0,"doa ziarah kubur dalam tulis latin dan arti lengkap tata cara dan adab ziarah kubur ","Neutral"
0," gue otw ziarah ke makam morgen ","Neutral"
1,"selamat hari raya aidilfitiri maaf zahir dan batin tahun ini raya kat mana hati hati bila ziarah ziarah nanti ok nanti singgah kat e tau team e elevenmalaysia raya raya matriye syawal ","Positive"
0,"rt doa yang panjat nabi muhammad saat ziarah kubur ","Neutral"
0,"doa yang panjat nabi muhammad saat ziarah kubur ","Neutral"
0,"ziarah kubur ","Neutral"
-5,"yang lain pada ziarah gue jaga rumah terus pintu di tutup biar kayak enggak ada orang padahal cuma panik kalo ada tamu","Negative"
0,"habis sholat ied otw ziarah ","Neutral"
4," wah kalo keliling cari thr sih gue mau ini mah ziarah ajak","Positive"
0,"haji faisal ziarah ke makam vanessa angel dan bibi ardiansyah usai salat ied simak video ","Neutral"
-4,"bapak mamak lagi ziarah ke orang tua masing lah aku piyeee selak kerjo iki","Negative"
0,"sudah kali lebaran bibi tinggal sekarang lagi ziarah ke makam dulu waktu habis lebaran aku dan bibi selalu pergi ke makam buat ziarah kakek dan saudara yang lain dan sekarang aku harus siram air yang sudah di doain ke makam nya bibi ","Neutral"
5,"pergi ziarah ke hudaibiyahpulang ziarah bawa kurmaselamat hari raya idul fitri hijriyahmari jadi lebih baik sama sama","Positive"
0,"malaysian should understand activity ziarah harini starts petang tau orang nak recover tidur malam tadi stay up rendang rebus ketupat ","Neutral"
4,"ini kalo bapak masih ada selalu ku todong thr sih mau sudah gede pun selalu kasih hari ini malah balik ya pak aku yang kasih bapak bunga buat ziarah rumah bapak hari ini ibu masak opor moga sana bapak bisa makan rendang ya hibur diri ","Positive"
9,"lebaran hanya dua dengan isteri cinta nikmat makan lebaran juga dua setelah ini ziarah kubur ke bapak di tanah kusir kali ini tiga sama driver selesai pulang dan open house siapa tahu ada yang kirim makan ","Positive"
0,"tahun ini enggak ziarah pengin ikut tapi karena suatu hal aku enggak bisa ikut ","Neutral"
0,"assalamualaikum ziarah","Neutral"
0,"selesai sholat id dan ziarah ke makam sekarang tinggal meanjutkan tulis ","Neutral"
-4,"cara tahan nanggis waktu sungkem sama orang tua sama waktu ziarah ke kubur bagaimana sieh air mata gue enggak bisa tahan","Negative"
0," habis ziarah ke kubur ","Neutral"
0,"tang adus ziarah turu ora minal minulan slee","Neutral"
-1," hari kamu enggak kirim sms wajar saja hari mugkin sudah bosan hari mugkin sudah enggak mau lagi bertemankalo hari aku harus ziarah nih","Negative"
0,"ini gue otw ziarah masih mantengin tl","Neutral"
4," dep semangat juga ya jangan lupa ziarah ke makam","Positive"
3,"sholat ied ziarah halal bihalal keluarga besar setelah doa di makam salam sama orang yang ketemu di jalan maaf maaf sama tetangga syare lebaran ","Positive"
-4," silaturahmi rumah keluarga dan ziarah makam orang tua ","Negative"
0," baru pulang ziarah kubur","Neutral"
0," ini habis ziarah mau makan terus turu","Neutral"
0,"ibu cakap esok baru pakai baju raya dondon hari ini dok rumah and pergi ziarah kubur arwah ayah je","Neutral"
0,"kalian sudah pada ziarah belum","Neutral"
0,"harus habis sholat ied ziarah dulu baru halal bihalal ","Neutral"
0,"bye mau ziarah dilu","Neutral"
3,"ya allah moga enggak ketemu sama orang pakai baju koko yang motif sama kayak yang gua pakai tadi pas solat ied alhamdulillah enggak ada mudah mudahanan pas ziarah juga enggak ketemu yang sama motif hahaha","Positive"
0,"ziarah dulu baru halal bihalal ","Neutral"
0,"sungkem ziarah bobo belum tidur dari semalem ","Neutral"
-2,"mau ziarah ke makam diri yang dulu dan harap yang lama ini kubur ","Negative"
2," monmaap habis ini mau lanjut ziarah kata sibuk banget mereka ","Positive"
-6,"buat gua ziarah bukan cuma soal bersihin atau doain tapi soal kenang kenang satu orang yang pernah ada kenang dia yang pernah nolong ngenang dia yang pernah ngedidik ngenang mereka yang peduli ngenang mereka yang gua sayang ","Negative"
-4,"habis ini ziarah ke makam terus turu brutal","Negative"
-4,"turun dong deh pengin ziarah nieh","Negative"
0,"rundown idul fitri hari ini sholat ied ziarah keliling kumpul keluargaselesai","Neutral"
0,"fuhhh raya tahun ini riah ya rindunyaaa suasana niplan hari ini nak lawat kubur saja rasa esok kot baru start ziarah ziarah sebab semua masih kalut buat sedia balik raya tibatibaraya selamathariraya panicraya teamlastminute","Neutral"
1," mau ziarah hehe","Positive"
1,"mohon maaf lahir dan batin yang main petas di dekat makam waktu ziarah enggak dimaafin ","Positive"
4,"mudik mampir cirebon ziarah bisa kan ya kangen mama papa smaa kakak ku","Positive"
0," askrl guys lagi mens memang boleh ziarah ","Neutral"
0,"habis sholat makan dulu atau ziarah dulu ini ","Neutral"
-11,"khotbah idul fitri jangan minder dapat mens di bulan suci karena bisa jadi dengan keluar darah mens dosa ampun jangan sampai setelah tinggal jadi rajin ziarah lebih kunjung pada masa hidup kasus ke orang tua ","Negative"
19,"ya allah ya tuhan kami jadi usaha ziarah hari raya ini bagai usaha yang berkat dan rahmat terima segala amal buat baik kami jadi kami semua hamba hamba yang sentiasa syukur ke atas segala nikmat kurniaanmu selamat hari raya maaf zahir batin ","Positive"
0,"alhamdulillah masih bisa punya sempat buat ziarah ke almarhum papa dan almarhumah mama ","Neutral"
0,"boleh tak ziarah raya start esok aku ngantuk niiii","Neutral"
4,"buset suruh ziarah sendiri dan kondiai lagi macet ente sehat kah","Positive"
0,"kiyai lampung barat ikut ziarah makam kampung ","Neutral"
0,"gandeng aku kalo pas ziarahmama ","Neutral"
0,"mudik buah ziarah untuk satu kata juta kisah satu ikat darah rip papa terima kasih untuk segala ","Neutral"
0,"lengkap baca doa ziarah kubur serta latin dan terjemah serta tata cara ziarah doa eidmubarak idulfitri idulfitri h idulfitri h idulfitri idulfitri h","Neutral"
0,"yang lain deh dapat duit raya deh aku ini ziarah orang pun belum ","Neutral"
0,"ziarah ke makam nyokap gue jam berapa ya","Neutral"
0," masa iya mau ziarah kayak begitu angjay","Neutral"
-4,"rt mertua pagi raya sembang nak masak ziarah mana identify mana lagi cucu dia belum ada medical card ","Negative"
4," selamat hari raya kak super maaf segala salah silap push sikit kawan itu suruh datang ziarah ","Positive"
-5,"malu banget anjing tadi salim sama cwk enggak kenal pas ziarah kubur","Negative"
0," ziarah ke makan jon shelby","Neutral"
0,"sat lagi sapa ziarah rumah korang get ready mertua aku mesti tanya kau deh ada takaful ke belum ","Neutral"
-4,"mertua pagi raya sembang nak masak ziarah mana identify mana lagi cucu dia belum ada medical card ","Negative"
0," nanti deh datang ziarah sana boleh ke ","Neutral"
8,"ada rumah yang tutup dan tidak punya udara yang baik boleh sebab jangkit covid pakai pelitup muka dengan betul ketika ziarah ziarah bagi elak jangkit covid raya reopeningsafely lindungdirilindungsemua kitajagakita covid klceria ","Positive"
0,"lah kalo ziarah nyekar di desa malah h belum lebaran ","Neutral"
0,"sama plan tudeisholat ied maaf an ziarah makan turu","Neutral"
0," cari rezeki ziarah n turu","Neutral"
0,"mri kita ziarah","Neutral"
-1,"i mimpi my mom smlm baru nak pergi kubur before puasa ends hm pastu kena paksa balik kg hm i wonder my mom rasa ke with me tak ziarah dia hmmm","Negative"
0," kumpul keluargaaaa dan ziarah ke makan bapak masya allah ","Neutral"
0,"makan sama rangkai tradisi ziarah kubroh palembang ","Neutral"
0,"solat iedsalam salamanmakantidurziarahngebasojadwal yang sudah pasti tiap tahun","Neutral"
6,"mari kita sentuh rumput belum tuna solat sunat eid al fitr ziarah keluarga dan sanak saudara ziarah kubur makan antuk tidur etc lepas itu cari gaduh di social media we rilek lu belum gaduh besar tentang isu isu yang beri kesan besar pada negara ","Positive"
-4,"rt first day raya mesti waktu ziarah ziarah tukar jadi waktu tidur sebab semua orang penat perang dekat dapur","Negative"
8,"daiy minta maaf tak sempat nak jumpa mummy masa mummy masih ada daiy deh cuba habis baik untuk sampai awal raya tanpa mummy rasa kosong harini daiy datang sorang ziarah rumah baru mummy rasa macam taknak balik pun sebab kusyuk dok main petik petik bunga untuk mummy ","Positive"
2,"tiap kali ziarah kubur ayah mesti kemas kadang kami adik adik pun pelik siapa yang selalu dtng tlong cabut rumput cuci pasir kita batu nisan dari dulu shingga sekarang xprnh pun jumpa moga dia murah rezeki dan panjang umur insyaallah amin ","Positive"
0," kuih raya jangan lupa bawa boleh ziarah ziarah","Neutral"
-2,"puncak merayakanya sudah pasti saling minta maaf dan ketemu saudara dan orang dekat yang memang cuma bisa ketemu pas lebaran sekarang tambah yang mulai rutin dari tahun lalu adalah ziarah ke makam ","Negative"
-4,"drama kalo tamu mau datang nyeri perut duluan please datang nya sudah ziarah saja ","Negative"
0,"ziarah woy","Neutral"
0,"rt kongsi esei foto kait kalut di malam syawal h di fb f page aliff basri photography untuk siapa","Neutral"
0,"kongsi esei foto kait kalut di malam syawal h di fb f page aliff basri photography untuk siapa yang minat jemput ziarah aliff bin basri wakaf che yeh lantan mei streetphotography syawal h photooftheday fujifilm xseries ","Neutral"
0,"line up orang lebaranshlt ied maaf maaf ziarah ke makam keluarga makan bakso ","Neutral"
-13," kumpul keluarga yang super rame itu gue selalu bingung mau apa paling cuma ganggu adek pupu gue kalo sudah capek ya tidur terus bangun keluarga ziarah ke makam paling malas kalo gue jadi lalu emosional dan tangis di kubur gue gasuka lihat pas lagi tangis ","Negative"
0,"dengan semua benda belum masak aku harap orang start ziarah ziarah esok kalau tak makan jela kuih raya saja hahahaha","Neutral"
4,"buat yang nanti ziarah jangan lupa doain yang baik buat keluarga yang sudah enggak ada di dunia inihappy eid mubarak ","Positive"
4,"ziarah abah dan abang pula moga tenang di sana al fatihah ","Positive"
0,"rt actually majoriti tak perlu gelabah pun esok raya pagi esok pergi solat raya kemudian baru lah prepare untuk masak rendan","Neutral"
1,"kunjung unjung ziarah ini ikhlas je untuk erat silaturrahim jadi nasi goreng pun ok kan ","Positive"
0,"sholat id halal bihalal ziarah tidur makan bakso ","Neutral"
0," aku kalo tiap ziarah pasti bawa pengin tangis ya tahan tahan saja ","Neutral"
0," ziarah dong","Neutral"
-3,"selamat lebaran ajik maaf belum bisa ziarah ke malang nanti kalian waktu gek ke surabaya ya i miss you sok much","Negative"
0,"jemput ziarah raya semua esok jamu menu official raya tahun ini ","Neutral"
0,"bangun tidur mandi solat ied halal bihalal ziarah makan sampai kenyang tunggu thr tidur lagi idulfitri h","Neutral"
-4," buat ongkos ziarah ke kubur dua orang tua saya","Negative"
0,"rt bangun pagi nih solat ied maaf an muter ke tetangga ziarah mampir ke sanak sodara makan pulang siang dikit ada saja","Neutral"
0," ziarah dulu baru turu","Neutral"
0,"tetap jaga tradisi dari leluhur tidur setelah sholat ied dan ziarah makam","Neutral"
9,"selamat hari raya semua raya itu raya juga tapi adab kena jaga bila ziarah rumah orang ok benda ini tak perlu nak remind pun benar tapi still ada yang takda common sense ini pantang larang bila g raya rumah orang ","Positive"
4,"eh orang halang boleh ziarah enggak sih serius tanya","Positive"
0,"sholat ied makan ziarah maaf maaf hijrah ke rumah nenek maaf maaf lagi siang tidur","Neutral"
3,"rt nikmat lawak slapstick ziarah kubur dari brunei amat jarang ketemu tiktok dari brunei sejak covid landa asia","Positive"
0," sholat ied ziarah maaf maaf makan keliling siang turu","Neutral"
4," ziarah ziarah antara satu sama lain gembira kanak kanakini antara sunnah yang kita boleh rebut gembira ini bukan maksud dengan cara bagi duit raya saja hibur hati mereka elak dari kecik hati mereka juga masuk dalam kaedah ini ","Positive"
-2," belum pernah sampai tangis cuman habis sholat langsung salam sudah begitu doang terus capcus ziarah ","Negative"
4,"tradisi ziarah kubur di hari raya selamat idul fitri rojava kurdistan ","Positive"
4,"before ini kena ziarah kubur arwah abah je esok kena ziarah kubur adik sayang juga st raya without him how time flies and i miss both of them ","Positive"
0," enggak pp bentar lagi bisa ziarah","Neutral"
3,"enggak habis ziarah baru puas puasin makan ","Positive"
10,"mata gue ngantuk banget buat ied tapi nanti ziarah gue lebih suka sendiri timbang kumpul keluarga makanya momen lebaran lebih sering sendiri ziarah ke makam","Positive"
3," semua rasa spesial bisa ziarah ke makam bapak","Positive"
4," gue malah suka taksir cowok pas lagi ziarah plsss","Positive"
4,"ngumpul bareng keluarga khatam ngemil bareng rebut gilir mandi ziarah bareng lanjut silaturahmi ke rumah rumah keluarga yang lain semua bareng keluarga senang karena ngumpul pokok ","Positive"
-2,"ya allah ini uji yang sangat berat untuk lebaran dengan nenek aku yang lagi di rumah sakit maren pulang kampung cuman ziarah ke makam kakek ","Negative"
0," ziarah ke makam almarhumah nenek bareng ibu tapi sudah kali lebaran sekarang gua yang ziarah ke makam almarhumah nenek dan ibu ","Neutral"
0," habis ziarah","Neutral"
-4,"ziarah kubroh tradisi turun temurun waris dahulu palembang ","Negative"
-1," hari kamu enggak kirim sms wajar saja hari mugkin enggak punya pulsa hari mugkin sudah bosan hari mugkin sudah enggak mau lagi bertemankalo harinyaaku harus ziarah nih ","Negative"
10," kumpul keluarga makan ketupat buat ibu ziarah bagi bagi angpao ke ponakan saling kunjung ke rumah saudara paling suka suasana sholat ied saling memaafkanpokoknya banyak yang aku suka karena lebaran itu tahun sekal jadi turut aku sangat spesial ","Positive"
-1,"balik solat kalau rajin ziarah rumah orang atau penuh jemput ada masa malas sambung tidur dan tutup rumah deh segar apa semua baru buka ","Negative"
-4,"first day raya mesti waktu ziarah ziarah tukar jadi waktu tidur sebab semua orang penat perang dekat dapur","Negative"
-1,"maaf anak pak bu tahun ini kembali belum bisa ziarah ke maka tapi alfatihah selalu ku kirim untuk ","Negative"
0,"hari ini akan banyak warga yang masih ngantuk pas sholat eid dan ziarah","Neutral"
0,"rt raya juga payment aku bile nk msok ini nk kne aku ziarah dulu ke camne ini ","Neutral"
0,"rt altiviti ziarah ziarah raya petama bemula pm ya pagi tuan rumah penat nk tido cover ot teruk malam ini masak","Neutral"
11,"jokowi sebut akan ziarah ke tpu mundu juru kunci sudah laku siap kompas tv puan keren","Positive"
7,"jokowi sebut akan ziarah ke tpu mundu juru kunci sudah laku siap kompas tv info puan","Positive"
7,"jokowi sebut akan ziarah ke tpu mundu juru kunci sudah laku siap kompas tv puan info","Positive"
11,"jokowi sebut akan ziarah ke tpu mundu juru kunci sudah laku siap kompas tv puan top","Positive"
-4,"tapi ada salah satu topik yang tarik tadi pas tadi ziarah ada orang bapa anak yang kata lihat makhluk serba item yang gerak gerak balik pohon tapi tahan buat enggak cerita sampai pulang ke rumah kakek nenek wkwk","Negative"
11,"sudah tenang lebaran kalo malemnya lancar ziarah mimpin tahlil keluarga besar bapa gua di makam lanjut makan makan makan khas lebaran sambil obrol ngalor ngidul di rumah kakek nenek","Positive"
0,"rt tradisi ziarah makam leluhur sama keluarga di sore hari akhir atau dua hari akhir bulan ramadan adalah hal yang","Neutral"
0," kemarin masih ada ibu kan bro sekarang sejak ibu deh enggak ada belumpulang entar hari raya ke kalian ziarah kubur kak lo sempat mampir ","Neutral"
0," ziarah ke facebook","Neutral"
0,"ziarah makam kyai marogan di palembang ","Neutral"
-2,"rt tips ziarah di hari rayaboleh share supaya tak jadi perkara perkara ini ramai yang tahu tapi ramai buat tak tahu ","Negative"
4,"told umi tapi relax kita buat apa yang dan sahaja rehat esok raya raya ziarah balik baru continue masak apa yang patut lagi sate apa semua tak sempat cucuk kalau force juga tonight ada esok semua flat habis kangg","Positive"
0,"ikut bukan nak sangat raya sorang tapi benda paling aku nak bila pagi raya itu ziarah kubur sama ayah itu je erti raya buat masa sekarang hmm","Neutral"
0," sholat ied maaf maapan makan ziarah harap thr","Neutral"
7,"kalau malam ini semua orang sibuk siap nak raya esok doh itu sape nok ziarah ziarah esok sebab malam ini buat kerja esok mesti penat haha","Positive"
0," sending virtual hug jangan lupa ziarah dan doain ya","Neutral"
-4,"bau bau enggak bisa ikut ziarah ke makam masih merah nyata ","Negative"
0,"bangun pagi nih solat ied maaf an muter ke tetangga ziarah mampir ke sanak sodara makan pulang siang dikit ada saja pasti makan bakso seseupan sebwah harus dari dulu bengong tidur kurleb begini lah timeline hari raya tahun ini masih sama ","Neutral"
-2,"i not scrolling tiktok at this hour ada yang paruh cat rumah ada yang baru potong rumput tgh malam buta ada yang tak kasih orang ziarah esok sebab daging tak ready lagi rebut ayam ","Negative"
0,"event special esok nak solat raya salam mak ayah kubur dan ziarah rumah dua then chillex tepi pantai macam cun","Neutral"
8," anda muslim ziarah mu bagus tapi baik jangan di bikin embel lain ","Positive"
0,"petition untuk semua orang ziarah ziarah hari selasa pls esok semua buat rilek dulu","Neutral"
-2," bismillah moga dapat lumayan buat tambah dana mudik lebaran di kampung hihi sudah tahun enggak ketemu orang tua ziarah makam bapak wish me luck","Negative"
0,"satu ingin di lebaran tahun ini pengin banget ziarah ke makam kamu moga saja bisa sampai ","Neutral"
0," sholat ied habis tuh keliling kampung buat maaf maaf habis tuh makan dulu lalu ziarah habis ziarah biasa suka nge bakso atau bikin rujak","Neutral"
4,"esok my father kata lepas ziarah kubur mama and makan rumah tokmek kita balik rumah dulu belum dia raya rumah mama baru harap betul balik rumah duluharap tak kene scam ","Positive"
0,"my house is full boleh lah kata full ada biskut ada rendang and kuzi juga of makan lowkey wanna invite my friends nearby kb kalau tiberr takde makan raya but i think tomorrow balik ziarah kubur i will be dead deaddddd sleepyy ","Neutral"
4,"im glad i deh siap ziarah kubur my mom and maka sure putri beli baju raya ","Positive"
4,"esok nak g ziarah belah petang tenang sikit","Positive"
4,"rindu tokmek dengan tok ayah every year dulu kejar nak balik kg lepas ziarah kubur and family di kb pastu stay sampai lewat malam dkt kg tapi sekarang hmmmm","Positive"
0," ziarah ke makam keluarga habis itu keliling rumah tetangga terus tidur","Neutral"
2,"selamat hari raya idul fitri mama sana besok insyaallah pulang sholat id aku ziarah ya sama aku minta maaf atas segala salah yang aku buat yang sering lawan mama mmbentak mama lastri minta maaf ya sama selamat idul fitri mama aku rindu","Positive"
4,"rt syawal kali ini sapa ziarah rumah orang memang takde akal","Positive"
7," aku tampak video kita tiktok cukup pasal rehearsal dulu esok sebab rendang lemang pun tak siap lagi jadi esok isnin jangan mau ziarah lagi rehearsal gosok baju raya gantung langsir masak kita umah masing ","Positive"
0," kamu deh ziarah lum","Neutral"
